"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"p1079",359.112878396657,1.31684024638797,0.178439842723512,7.37974337059008,1.58594928640847e-13,6.01176342803604e-13
"p1080",7271.98487544119,-2.42252929712238,0.076272306884009,-31.7615841986587,2.19713105957355e-221,1.09076925828506e-219
"p1081",284.821589263696,-1.50429698781464,0.213020241581523,-7.06175608780795,1.64411400056755e-12,5.96766850677702e-12
"p1084",154.925102093281,-1.22359451196279,0.286232293725222,-4.27483040448756,1.91282844111224e-05,4.36771954135273e-05
"p1086",774.991215636317,-2.33221051675853,0.150897600640466,-15.4555838320806,6.91818995227315e-54,6.78158874939387e-53
"p1088",5203.88255338116,-1.24168738810832,0.0756895242630679,-16.4050098107723,1.76098297718451e-60,1.94975021718487e-59
"p1089",964.509893442974,-1.31459782827116,0.126512345039583,-10.3910636377805,2.72299344326292e-25,1.49134765451304e-24
"p1099",534.799128899763,2.94568890087783,0.159921834771952,18.4195541845701,9.15544421581448e-76,1.24692288921579e-74
"p1100",942.073629290724,2.21069636681035,0.136402816576806,16.2071167025026,4.49152057993763e-59,4.86792265670705e-58
"p1103",2265.85758031181,-2.74649537770107,0.104197086331104,-26.3586581391883,4.08396144074082e-153,1.42845833120457e-151
"p1106",702.223125981713,-1.57954130864157,0.147710067311064,-10.6935250751406,1.09142242439874e-26,6.29100790692757e-26
"p1112",297.061736256245,1.44099884134909,0.192699218225134,7.47796931726802,7.54798138342748e-14,2.91136424789346e-13
"p1114",238.736759046137,1.02797229676323,0.209290169463833,4.91170846388404,9.02862276299845e-07,2.31198842466799e-06
"p1116",288.485768405709,-1.00063381011198,0.21614601289068,-4.62943450461921,3.66665673021218e-06,8.94292346718944e-06
"p1118",937.471914819945,-3.54496499710097,0.161187710098539,-21.9927747278861,3.3769488989704e-107,7.31989345847245e-106
"p1125",200.256545351921,1.37817911115166,0.24417063177334,5.64432790766994,1.6582775652786e-08,4.86112223421671e-08
"p1129",213.897540191543,1.05029104442517,0.236886235442756,4.43373606094971,9.2613997731852e-06,2.19619325900339e-05
"p1132",1081.82878918278,-1.33469326917326,0.120711595341825,-11.0568770580303,2.03044452985293e-28,1.23025753206443e-27
"p1135",1677.57761143263,-2.09411788208533,0.11083173368983,-18.894569383403,1.26414830841717e-79,1.87069639101348e-78
"p1137",1411.08386186242,2.2627818741026,0.117314781853561,19.2881224203029,6.75834820673995e-83,1.06133651940539e-81
"p1141",10277.6706232756,-1.03994429738528,0.0674903555966655,-15.408783791275,1.42875521454485e-53,1.39167992100286e-52
"p1145",10514.6586706479,-1.1818390396966,0.0690482429337047,-17.1161348860291,1.12501529688946e-65,1.33184503224068e-64
"p1149",618.887495897478,-1.06154853007118,0.152787875847151,-6.94785842256984,3.708729069012e-12,1.30911331128658e-11
"p1151",1335.88549938888,1.05614965650912,0.1262219187524,8.36740295939314,5.89019957533248e-17,2.57528896205588e-16
"p1156",1174.85897748895,1.32292460666538,0.114448831361122,11.5590923116649,6.6407005211943e-31,4.31225236376288e-30
"p1163",1325.90948805227,-2.16943378162459,0.12804661885363,-16.9425307832959,2.18518165623638e-64,2.52856734507352e-63
"p1168",189.617948406303,1.32574834172557,0.237823005694267,5.57451680444188,2.48217846231092e-08,7.1403227168159e-08
"p1173",2332.45103521203,1.54392177528216,0.0870642331527404,17.7331347141551,2.32691122651322e-70,2.91147672975923e-69
"p1175",169.67025768511,1.12584327858894,0.247136247868694,4.55555705930728,5.22469301366261e-06,1.26626811779949e-05
"p1176",374.143842798096,2.14359619753592,0.175711595356674,12.1995147399616,3.12681784887512e-34,2.21759109189807e-33
"p1178",404.265591584618,-2.47354599094272,0.198417087739641,-12.4663960101484,1.13860208881988e-35,8.34432673663711e-35
"p1184",5990.12332929822,1.26588024478255,0.0745912847247596,16.9708867390288,1.34879885362904e-64,1.57257684525386e-63
"p1185",316.956593542603,-1.15995545158391,0.200749967088171,-5.7781102951536,7.55442822661606e-09,2.25315213968258e-08
"p1191",622.048893634066,-1.32504545290378,0.152121355805182,-8.71044992920476,3.02670998551628e-18,1.39047960230136e-17
"p1193",1075.83277401497,-1.1290018048191,0.117554741471288,-9.60405161619833,7.68622385690176e-22,3.86571846920647e-21
"p1197",261.30924507434,-1.62616752494345,0.235441960776792,-6.90687216322123,4.95456023025029e-12,1.7251285507591e-11
"p1199",729.576366694344,-2.10504782883575,0.148365142372321,-14.1882910984115,1.08264956709477e-45,9.46703229408437e-45
"p1200",1666.78732671205,3.2458535090021,0.111331872910291,29.1547552749567,7.27142588167216e-187,3.10853456441485e-185
"p1212",198.988876188537,1.51572517267547,0.230257866596331,6.58272915961962,4.61890097245451e-11,1.52216029905942e-10
"p1220",239.93952658358,1.47492243081747,0.217980456019282,6.76630583196413,1.32112133248902e-11,4.47842671960486e-11
"p1224",5602.02614481711,-1.8985233241857,0.0759876382937586,-24.9846339064553,8.98116103834912e-138,2.65807823808063e-136
"p1225",568.379045228216,-2.60710500463243,0.188381987648703,-13.8394601159756,1.47308805542193e-43,1.25949028738575e-42
"p1227",275.579764916477,1.04117638179531,0.214522600887999,4.85345775916125,1.21327194049778e-06,3.0561700957282e-06
"p1234",232.994337939349,-1.26168074107447,0.23422229142561,-5.38668088931742,7.17706942037977e-08,1.99377433898276e-07
"p1235",447.765790124958,1.27461527496533,0.159043235780381,8.01426900497304,1.10793977043742e-15,4.68439369973402e-15
"p1240",302.731580649108,-1.67363771703528,0.209316342775758,-7.9957336099086,1.28804603611729e-15,5.43096671119044e-15
